status,kind,definition_key,definition_name,tenant_id,version,version_tag,deployment_id,deployment_time,definition_id,resource,xml_path,detail_path,reason
SKIPPED_EXCLUSION,dmn,ZiliCred_Legal_Person_Decision_Number_Of_Employees,ZiliCred_Legal_Person_Decision_Number_Of_Employees,,4,,e60420df-1eff-11f1-89c8-3abbc81b68f6,,e605f5a2-1eff-11f1-89c8-3abbc81b68f6,zilicred_legal_person_decision_number__20260313.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Legal_Person_Decision_Number_Of_Employees,ZiliCred_Legal_Person_Decision_Number_Of_Employees,,5,,24d6ed28-1f17-11f1-89c8-3abbc81b68f6,,24d9853b-1f17-11f1-89c8-3abbc81b68f6,zilicred_legal_person_decision_number__20260313.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Legal_Person_Decision_Number_Of_Employees,ZiliCred_Legal_Person_Decision_Number_Of_Employees,,6,,7f3a9977-1f1f-11f1-a481-96515af8f44e,,7f3c6e3a-1f1f-11f1-a481-96515af8f44e,zilicred_legal_person_decision_number__20260313.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Legal_Person_Decision_Number_Of_Employees,ZiliCred_Legal_Person_Decision_Number_Of_Employees,,7,,22c442e9-214a-11f1-9bf7-423633e3ae3e,,22c7773c-214a-11f1-9bf7-423633e3ae3e,zilicred_legal_person_decision_number__20260313.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Legal_Person_Decision_Number_Of_Employees,ZiliCred_Legal_Person_Decision_Number_Of_Employees,,8,,7eeaa915-26b5-11f1-9df0-ea875328a6bb,,7ef02758-26b5-11f1-9df0-ea875328a6bb,zilicred_legal_person_decision_number__20260313.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Legal_Person_Decision_Number_Of_Employees,ZiliCred_Legal_Person_Decision_Number_Of_Employees,,9,,1cd80a1f-26e6-11f1-97a7-ca4da74e5c2f,,1cda2d02-26e6-11f1-97a7-ca4da74e5c2f,zilicred_legal_person_decision_number__20260313.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Legal_Person_Decision_Number_Of_Employees,ZiliCred_Legal_Person_Decision_Number_Of_Employees,,10,,ec9a0585-44cc-11f1-9c51-96b0a1e567df,,ec9c0158-44cc-11f1-9c51-96b0a1e567df,zilicred_legal_person_decision_number__20260430.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Legal_Person_Decision_Number_Of_Employees,ZiliCred_Legal_Person_Decision_Number_Of_Employees,,11,,061e03d4-44d1-11f1-ba28-c2ac9da04894,,061fd897-44d1-11f1-ba28-c2ac9da04894,zilicred_legal_person_decision_number__20260430.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,1,,a2c195b6-8a5e-11f0-9c2b-3e70094b4381,,a2c47be9-8a5e-11f0-9c2b-3e70094b4381,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,2,,66b53dd5-8a61-11f0-9c2b-3e70094b4381,,66b7d5e8-8a61-11f0-9c2b-3e70094b4381,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,3,,5b16ba5b-8a9d-11f0-9c2b-3e70094b4381,,5b19526e-8a9d-11f0-9c2b-3e70094b4381,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,4,,bcaf5ebd-8aa2-11f0-9c2b-3e70094b4381,,bcb2ba20-8aa2-11f0-9c2b-3e70094b4381,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,5,,617cb3d2-8aa3-11f0-9c2b-3e70094b4381,,617eafa5-8aa3-11f0-9c2b-3e70094b4381,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,6,,7e74b627-8c22-11f0-9c2b-3e70094b4381,,7e779c5a-8c22-11f0-9c2b-3e70094b4381,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,7,,d136de25-8cad-11f0-9c2b-3e70094b4381,,d139c458-8cad-11f0-9c2b-3e70094b4381,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,8,,e5b1a266-8cad-11f0-9c2b-3e70094b4381,,e5b3c549-8cad-11f0-9c2b-3e70094b4381,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,9,,b34745bc-8d83-11f0-bab7-36b550714d22,,b349b6bf-8d83-11f0-bab7-36b550714d22,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,10,,d09acd61-8d88-11f0-bab7-36b550714d22,,d09d3e64-8d88-11f0-bab7-36b550714d22,zilicred_natural_person_decision.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,11,,61f8e889-aada-11f0-802b-da6cd2a9c0db,,61fb598c-aada-11f0-802b-da6cd2a9c0db,zilicred_natural_person_decision (2).dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,12,,aeb82a25-aadb-11f0-802b-da6cd2a9c0db,,aeba9b28-aadb-11f0-802b-da6cd2a9c0db,zilicred_natural_person_decision (2).dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,13,,f2d11574-b35b-11f0-8ba6-722ac3fe8bdf,,f2d33857-b35b-11f0-8ba6-722ac3fe8bdf,zilicred_natural_person_decision (2) (2).dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,14,,39debed8-c3ed-11f0-8747-e297db430faa,,39e156eb-c3ed-11f0-8747-e297db430faa,zilicred_natural_person_decision (2) (2).dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,15,,bf0faf91-c4bb-11f0-8747-e297db430faa,,bfaa41e4-c4bb-11f0-8747-e297db430faa,zilicred_natural_person_decision (2) (2) (1).dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,16,,3adfd7c7-c57c-11f0-8747-e297db430faa,,3ae5560a-c57c-11f0-8747-e297db430faa,zilicred_natural_person_decision_20251119.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,17,,a485fcbd-cc5b-11f0-a375-e297db430faa,,a4886dc0-cc5b-11f0-a375-e297db430faa,zilicred_natural_person_decision_20251119.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,18,,bca68f1d-cee5-11f0-a375-e297db430faa,,bcad45e0-cee5-11f0-a375-e297db430faa,zilicred_natural_person_decision_20251119.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,19,,0131b627-dabb-11f0-9756-eabc07f6fd90,,0133b1fa-dabb-11f0-9756-eabc07f6fd90,zilicred_natural_person_decision_20251119.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,20,,dd04ff6d-e503-11f0-989b-ba5b51d631f0,,dd06ad20-e503-11f0-989b-ba5b51d631f0,zilicred_natural_person_decision_20251229.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,21,,b480869a-17fe-11f1-aedf-2aa192b0c7fd,,b482f79d-17fe-11f1-aedf-2aa192b0c7fd,zilicred_natural_person_decision_20260304.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,22,,cabb13a1-18d3-11f1-9412-1a4c66d1d910,,cabd0f74-18d3-11f1-9412-1a4c66d1d910,zilicred_natural_person_decision_20260304.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,23,,cfad8bac-2883-11f1-897f-9219caf7b096,,cfb04acf-2883-11f1-897f-9219caf7b096,zilicred_natural_person_decision_20260325.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,24,,522d422b-29d0-11f1-aeba-c2ebaacf05ad,,5237062e-29d0-11f1-aeba-c2ebaacf05ad,zilicred_natural_person_decision_20260305 (1).dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,25,,726b0f8d-3446-11f1-b290-221e1ab8ffd6,,726dceb0-3446-11f1-b290-221e1ab8ffd6,zilicred_natural_person_decision_20260409.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,26,,e9d39308-44cc-11f1-931e-c2ac9da04894,,e9d6a04b-44cc-11f1-931e-c2ac9da04894,zilicred_natural_person_decision_20260430.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,27,,d1497539-44ce-11f1-9c51-96b0a1e567df,,d14bbf2c-44ce-11f1-9c51-96b0a1e567df,zilicred_natural_person_decision_20260430.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,28,,9e0bc427-4884-11f1-ad51-1a386167283c,,9e0f469a-4884-11f1-ad51-1a386167283c,zilicred_natural_person_decision_20260430.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
SKIPPED_EXCLUSION,dmn,ZiliCred_Natural_Person_Decision,ZiliCred_Natural_Person_Decision,,29,,125338b2-4885-11f1-ad51-1a386167283c,,125645f7-4885-11f1-ad51-1a386167283c,zilicred_natural_person_decision_20260430.dmn,,,Nome/key/resource encontrado no arquivo de exclusao
